r2_train,r2_test,q2,SPRESS,S_train,S_test,Number of Components,Contribution Fraction (steric_field),Contribution Fraction (electrostatic_field)
0.7499292586469993,0.645245927448448,0.6390474920832654,1.4057973868387934,1.1297222144430572,1.5055465675517021,3,0.6087068710042309,0.391293128995769
